equation_id,source_paragraph_id,original_text,normalized_latex,symbols,declared_units,dimensional_check,status,rationale
UMCH-EQ-0318,UMCH-SRC-P0521,Lint​=RN​=10 km=104 m,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0319,UMCH-SRC-P0523,πϵ0​c4G​​≈1.724×10−17 T−1 m−1,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0320,UMCH-SRC-P0525,θ=21​×1011×(1.724×10−17)×104=8.62×10−3 rad,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0321,UMCH-SRC-P0526,Applicando l'approssimazione per piccoli angoli (sinθ≈θ):,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0322,UMCH-SRC-P0527,Pγ→g​≈θ2=(8.62×10−3)2≈7.43×10−5,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0323,UMCH-SRC-P0528,"(Nota: considerando un raggio stellare RN​=12 km, si ottiene θ=1.035×10−2 rad e Pγ→g​≈1.07×10−4).",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0324,UMCH-SRC-P0530,"Nel regime di campo ultra-critico B0​≫BQED​≈4.41×1013 G, la polarizzazione del vuoto descritta dalla lagrangiana di Euler-Heisenberg modifica l'indice di rifrazione del vuoto (nQED​>1), introducendo un disaccoppiamento di fase che sopprime la conversione omogenea.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0325,UMCH-SRC-P0532,Δntotale​=ΔnQED​+Δnplasma​=0,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0326,UMCH-SRC-P0535,ΔnQED​=45π7α​(BQED​B0​​)2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0327,UMCH-SRC-P0536,La componente dell'indice di rifrazione del plasma è espressa in funzione della frequenza di plasma ωp​=ϵ0​me​ne​e2​​:,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0328,UMCH-SRC-P0537,Δnplasma​=−2ω2ωp2​​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0329,UMCH-SRC-P0538,"Uguagliando i termini (Δnplasma​+ΔnQED​=0), si ricava la densità elettronica risonante ne​:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0330,UMCH-SRC-P0539,ne​=e28π2ϵ0​me​​ΔnQED​⋅f2,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0331,UMCH-SRC-P0541,"Per B0​=1015 G, si ha (BQED​B0​​)2≈514.2, da cui:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0332,UMCH-SRC-P0542,ΔnQED​=45π7×(1/137.036)​×514.2≈0.186,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0333,UMCH-SRC-P0544,ne​(f)≈(2.48×10−2)×0.186×f2≈4.6×10−3⋅f2[m−3],,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0334,UMCH-SRC-P0545,ne​(f)≈4.6×10−9⋅f2[cm−3],,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0335,UMCH-SRC-P0548,"Per stabilire la realizzabilità fisica del processo risonante, la densità teorica calcolata deve essere confrontata con la densità di Goldreich-Julian (nGJ​) per SGR 1806-20 (periodo P≈7.54 s):",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0336,UMCH-SRC-P0549,nGJ​=ecP4πB0​​≈3.5×1015 cm−3,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0337,UMCH-SRC-P0551,neff​≈M⋅nGJ​∼1018−1020 cm−3,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0338,UMCH-SRC-P0560,"Dominio dell'Elettromagnetismo (R≈1042): Il rapporto calcolato R=PEM​/Pgrav​≈1042 indica che le cariche elettriche convertono la loro energia quasi esclusivamente in radiazione elettromagnetica. L'effetto gravitazionale diretto generato dalla manipolazione di elettroni e ioni è inferiore di 42 ordini di grandezza, risultando impercettibile.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0339,UMCH-SRC-P0567,"Nelle equazioni di campo di Einstein, la curvatura dello spaziotempo è legata al tensore energia-impulso Tμν​:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0340,UMCH-SRC-P0568,Gμν​=c48πG​Tμν​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0341,UMCH-SRC-P0569,"I teoremi sulle singolarità di Penrose-Hawking dimostrano che la gravità è strettamente attrattiva a patto che sia rispettata la Condizione Debole sull'Energia (WEC), la quale impone che per ogni osservatore con quadri-velocità uμ:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0342,UMCH-SRC-P0570,Tμν​uμuν≥0⟹ρ≥0eρc2+pi​≥0,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0343,UMCH-SRC-P0573,2. Pressione Negativa e la Costante Cosmologica (Λ),,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0344,UMCH-SRC-P0575,aa¨​=−34πG​(ρ+c23p​)+3Λc2​,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0345,UMCH-SRC-P0576,"Quando l'equazione di stato della materia/energia ha una pressione fortemente negativa (p<−31​ρc2), come nel caso dell'Energia Oscura (p=−ρc2), il termine di accelerazione dell'universo a¨ diventa positivo. Questa repulsione gravitazionale su larga scala guida l'espansione accelerata dell'Universo.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0346,UMCH-SRC-P0577,"3. Cancellazione nelle Teorie di Supergravità (N=2,8)",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0347,UMCH-SRC-P0581,"Dal punto di vista matematico della Relatività Generale, il principio di equivalenza impone che la massa gravitazionale dell'antimateria sia identica a quella della materia (manti​=m>0).",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0348,UMCH-SRC-P0586,"Se il tensore di curvatura di Riemann Rμναβ​=0 in ogni punto dell'Universo, il moto rettilineo uniforme newtoniano è un'astrazione priva di realtà fisica. Le particelle ""libere"" non si muovono lungo rette, ma lungo geodetiche in uno spaziotempo curvo:",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0349,UMCH-SRC-P0587,dτ2d2xμ​+Γαβμ​dτdxα​dτdxβ​=0,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0350,UMCH-SRC-P0591,La presenza di una curvatura minima di fondo κ0​>0 implica che ogni traiettoria possiede un'accelerazione di curvatura intrinseca Aμ=c2κ0​Nμ.,,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0351,UMCH-SRC-P0595,"Qualsiasi corpo in moto ""dritto"" percorre una geodetica chiusa che ritorna al punto di partenza dopo una distanza caratteristica L=2πRuniverso​.",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0352,UMCH-SRC-P0599,"K(b,a)=∫D[x(t)]eℏi​S[x(t)]",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0353,UMCH-SRC-P0600,"A scala quantistica, le traiettorie hanno una dimensione frattale DH​=2 (analoga al moto browniano).",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
UMCH-EQ-0354,UMCH-SRC-P0601,"La ""linea retta"" classica è unicamente il risultato dell'interferenza costruttiva delle fasi quantistiche nel limite semiclassico (ℏ→0).",,,,NOT_CHECKED,UNREVIEWED,Automatically detected formula candidate; requires human mathematical review.
