claim_id,source_paragraph_id,original_text,normalized_it,translation_en,sector,claim_type,prerequisites,equation_ids,reference_ids,dimensional_check,evidence_level,status,reviewer,decision,rationale
UMCH-CLM-0259,UMCH-SRC-P0259,"Sostituendo k=m0​c22q​ e p5​=2c​, il coefficiente diventa kp5​=m0​cq​, ottenendo l'equazione della forza di Lorentz:",,,unclassified,CONJECTURE,,UMCH-EQ-0160,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0260,UMCH-SRC-P0260,dτDUμ​=m0​q​Fμα​Uα,,,unclassified,CONJECTURE,,UMCH-EQ-0161,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0261,UMCH-SRC-P0261,A.4 Norma dell'Accelerazione e Vincolo κ0​,,,geometry,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0262,UMCH-SRC-P0262,Calcolando il prodotto scalare della quadri-accelerazione Aμ=dτDUμ​:,,,unclassified,CONJECTURE,,UMCH-EQ-0162,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0263,UMCH-SRC-P0263,AμAμ​=gμν​AμAν=(m0​q​)2gμν​Fμα​UαFνβ​Uβ,,,unclassified,CONJECTURE,,UMCH-EQ-0163,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0264,UMCH-SRC-P0264,"Poiché AμAμ​=c4κ2(τ), imponendo l'assioma di curvatura minima cinematica κ(τ)≥κ0​:",,,geometry,CONJECTURE,,UMCH-EQ-0164,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0265,UMCH-SRC-P0265,c4κ2(τ)=(m0​q​)2Fμα​Fμβ​UαUβ≥c4κ02​>0■,,,geometry,CONJECTURE,,UMCH-EQ-0165,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0266,UMCH-SRC-P0266,Appendice B: Analisi di Frenet-Serret e Soppressione dei Moti Runaway nell'Equazione ALD,,,radiation-reaction,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0267,UMCH-SRC-P0267,B.1 Il Formalismo della Tetrade di Frenet-Serret 4D,,,geometry,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0268,UMCH-SRC-P0268,"Sia xμ(τ) una linea d'universo di tipo tempo. Definiamo la tetrade ortonormale di Frenet-Serret {e0μ​,e1μ​,e2μ​,e3μ​}≡{Uμ/c,Nμ,Bμ,Cμ} con relazioni di ortonormalità:",,,cosmology,CONJECTURE,,UMCH-EQ-0166,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0269,UMCH-SRC-P0269,"UμUμ​=−c2,NμNμ​=1,BμBμ​=1,CμCμ​=1",,,unclassified,CONJECTURE,,UMCH-EQ-0167,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0270,UMCH-SRC-P0270,UμNμ​=UμBμ​=UμCμ​=NμBμ​=NμCμ​=BμCμ​=0,,,unclassified,CONJECTURE,,UMCH-EQ-0168,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0271,UMCH-SRC-P0271,Le equazioni cinematiche differenziali di Frenet-Serret sono:,,,geometry,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0272,UMCH-SRC-P0272,dτDUμ​=c2κNμ,,,geometry,CONJECTURE,,UMCH-EQ-0169,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0273,UMCH-SRC-P0273,dτDNμ​=κUμ+cτ1​Bμ,,,geometry,CONJECTURE,,UMCH-EQ-0170,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0274,UMCH-SRC-P0274,dτDBμ​=−cτ1​Nμ+cτ2​Cμ,,,unclassified,CONJECTURE,,UMCH-EQ-0171,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0275,UMCH-SRC-P0275,dτDCμ​=−cτ2​Bμ,,,unclassified,CONJECTURE,,UMCH-EQ-0172,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0276,UMCH-SRC-P0276,"dove κ(τ) è la curvatura geodetica, τ1​(τ) è la prima torsione e τ2​(τ) la seconda torsione.",,,geometry,CONJECTURE,,UMCH-EQ-0173,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0277,UMCH-SRC-P0277,B.2 Sviluppo della Derivata Covariante della Quadri-Accelerazione,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0278,UMCH-SRC-P0278,Sostituiamo la quadri-accelerazione Aμ=c2κNμ nella sua derivata rispetto al tempo proprio:,,,geometry,CONJECTURE,,UMCH-EQ-0174,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0279,UMCH-SRC-P0279,dτDAμ​=dτD​(c2κNμ)=c2κ˙Nμ+c2κdτDNμ​,,,geometry,CONJECTURE,,UMCH-EQ-0175,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0280,UMCH-SRC-P0280,Sostituendo l'equazione di Frenet-Serret per dτDNμ​:,,,geometry,CONJECTURE,,UMCH-EQ-0176,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0281,UMCH-SRC-P0281,dτDAμ​=c2κ˙Nμ+c2κ(κUμ+cτ1​Bμ)=c2κ˙Nμ+c2κ2Uμ+c3κτ1​Bμ,,,geometry,CONJECTURE,,UMCH-EQ-0177,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0282,UMCH-SRC-P0282,B.3 Cancellazione del Termine di Schottky,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0283,UMCH-SRC-P0283,L'equazione di Abraham-Lorentz-Dirac (ALD) contiene la forza di radiazione:,,,radiation-reaction,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0284,UMCH-SRC-P0284,Fradμ​=τ0​m0​(dτDAμ​−c2Aα​Aα​Uμ),,,unclassified,CONJECTURE,,UMCH-EQ-0178,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0285,UMCH-SRC-P0285,Calcoliamo la norma della quadri-accelerazione Aα​Aα:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0286,UMCH-SRC-P0286,Aα​Aα=(c2κNα​)(c2κNα)=c4κ2(Nα​Nα)=c4κ2,,,geometry,CONJECTURE,,UMCH-EQ-0179,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0287,UMCH-SRC-P0287,Sostituiamo questo risultato nel termine di Schottky:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0288,UMCH-SRC-P0288,c2Aα​Aα​Uμ=c2c4κ2​Uμ=c2κ2Uμ,,,geometry,CONJECTURE,,UMCH-EQ-0180,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0289,UMCH-SRC-P0289,Inserendo sia dτDAμ​ che il termine di Schottky nell'espressione dell'auto-forza:,,,unclassified,CONJECTURE,,UMCH-EQ-0181,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0290,UMCH-SRC-P0290,Fradμ​=τ0​m0​([c2κ˙Nμ+c2κ2Uμ+c3κτ1​Bμ]−c2κ2Uμ),,,geometry,CONJECTURE,,UMCH-EQ-0182,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0291,UMCH-SRC-P0291,I termini proporzionali a Uμ si annullano identicamente:,,,unclassified,CONJECTURE,,UMCH-EQ-0183,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0292,UMCH-SRC-P0292,Fradμ​=τ0​m0​c2(κ˙Nμ+cκτ1​Bμ),,,geometry,CONJECTURE,,UMCH-EQ-0184,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0293,UMCH-SRC-P0293,B.4 Dimostrazione dell'Assenza di Soluzioni Divergenti (Runaway),,,radiation-reaction,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0294,UMCH-SRC-P0294,L'equazione del moto completa diventa:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0295,UMCH-SRC-P0295,m0​c2κNμ=Fextμ​+τ0​m0​c2κ˙Nμ+τ0​m0​c3κτ1​Bμ,,,geometry,CONJECTURE,,UMCH-EQ-0185,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0296,UMCH-SRC-P0296,"Imponendo il vincolo di curvatura minima costante κ(τ)=κ0​>0, la derivata temporale della curvatura si annulla identicamente (κ˙=0). L'equazione si riduce a:",,,geometry,CONJECTURE,,UMCH-EQ-0186,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0297,UMCH-SRC-P0297,m0​c2κ0​Nμ=Fextμ​+τ0​m0​c3κ0​τ1​Bμ,,,geometry,CONJECTURE,,UMCH-EQ-0187,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0298,UMCH-SRC-P0298,Analizziamo le proiezioni lungo la tetrade:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0299,UMCH-SRC-P0299,"Lungo Nμ: m0​c2κ0​=Fext​⋅N. Questa è un'equazione algebrica/differenziale di secondo ordine ordinaria, priva di derivate terze del campo delle posizioni x...​μ.",,,geometry,CONJECTURE,,UMCH-EQ-0188,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0300,UMCH-SRC-P0300,Lungo Bμ: 0=Fext​⋅B+τ0​m0​c3κ0​τ1​. L'auto-forza agisce come un vincolo geometrico che determina la torsione geodetica τ1​.,,,geometry,CONJECTURE,,UMCH-EQ-0189,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0301,UMCH-SRC-P0301,"Poiché la derivata dτDAμ​ lungo la normale è soppressa da κ˙=0, l'equazione caratteristica m0​a=τ0​m0​a˙ che genera le soluzioni esponenziali umane unphysical a(τ)=a(0)eτ/τ0​ non si forma. I moti runaway sono rigorosamente eliminati. ■",,,radiation-reaction,CONJECTURE,,UMCH-EQ-0190,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0302,UMCH-SRC-P0302,Appendice C: Derivazione della Funzione di Green e Termine di Coda nell'Equazione di DeWitt-Brehme,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0303,UMCH-SRC-P0303,C.1 Decomposizione del Propagatore Ritardato in Spaziotempo Curvo,,,gravitation,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0304,UMCH-SRC-P0304,"In uno spaziotempo curvo descritto dal tensore di Riemann Rαβμν​, il tensore potenziale elettromagnetico Aμ​(x) in gauge di Lorenz (∇μAμ​=0) soddisfa l'equazione d'onda di Ricci-Lichnerowicz:",,,gravitation,CONJECTURE,,UMCH-EQ-0191,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0305,UMCH-SRC-P0305,□Aμ​−Rμ​νAν​=−μ0​jμ​,,,unclassified,CONJECTURE,,UMCH-EQ-0192,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0306,UMCH-SRC-P0306,"La funzione di Green ritardata Gμα′​(x,x′) soddisfa l'equazione differenziale:",,,unclassified,CONJECTURE,,UMCH-EQ-0193,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0307,UMCH-SRC-P0307,"(δμν​□−Rμ​ν)Gνα′​(x,x′)=−gμα′​(x)−g​δ4(x−x′)​",,,unclassified,CONJECTURE,,UMCH-EQ-0194,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0308,UMCH-SRC-P0308,"Secondo la teoria di Hadamard, Gμα′​(x,x′) si scompone in un contributo diretto sul cono di luce e un contributo interno (tail):",,,unclassified,CONJECTURE,,UMCH-EQ-0195,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0309,UMCH-SRC-P0309,"Gμα′​(x,x′)=uμα′​(x,x′)δ(Ω)+vμα′​(x,x′)Θ(−Ω)",,,unclassified,CONJECTURE,,UMCH-EQ-0196,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0310,UMCH-SRC-P0310,"dove Ω(x,x′) è la metà della distanza geodetica al quadrato tra x e x′ (funzione biscalare di Synge), δ(Ω) assicura la propagazione alla velocità della luce, e Θ(−Ω) è la funzione scalino di Heaviside attiva all'interno del cono di luce passato.",,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0311,UMCH-SRC-P0311,C.2 Integrazione del Termine di Coda lungo la Linea d'Universo,,,cosmology,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0312,UMCH-SRC-P0312,Il quadri-potenziale generato dalla carica q è:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0313,UMCH-SRC-P0313,"Aμ​(x)=q∫−∞τret​​Gμα′​(x,x′(τ′))Uα′(τ′)dτ′",,,unclassified,CONJECTURE,,UMCH-EQ-0197,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0314,UMCH-SRC-P0314,"Calcolando il tensore di campo elettromagnetico Fμν​=∇μ​Aν​−∇ν​Aμ​ e valutandolo sulla linea d'universo della particella x(τ), l'auto-forza risultante si separa in tre contributi distinti:",,,cosmology,CONJECTURE,,UMCH-EQ-0198,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0315,UMCH-SRC-P0315,Fselfμ​=Frinormalizzataμ​+FALDμ​+Fcodaμ​,,,unclassified,CONJECTURE,,UMCH-EQ-0199,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0316,UMCH-SRC-P0316,dove il termine di coda Fcodaμ​ prende la forma integrale esplicita:,,,unclassified,CONJECTURE,,UMCH-EQ-0200,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0317,UMCH-SRC-P0317,"Fcodaμ​(τ)=q2Uν​(τ)∫−∞τ−ϵ​∇[μGα′ν]​(x(τ),x′(τ′))Uα′(τ′)dτ′",,,unclassified,CONJECTURE,,UMCH-EQ-0201,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0318,UMCH-SRC-P0318,C.3 Struttura dell'Equazione Regolarizzata con Curvatura Minima,,,geometry,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0319,UMCH-SRC-P0319,Sostituendo il risultato dell'Appendice B per la componente locale FALDμ​ con κ(τ)=κ0​:,,,geometry,CONJECTURE,,UMCH-EQ-0202,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0320,UMCH-SRC-P0320,"m0​Aμ(τ)=qFestμν​Uν​+32​c3q2​m0​(c3κ0​τ1​(τ)Bμ(τ))+q2Uν​(τ)∫−∞τ​∇[μGα′ν]​(x(τ),x′(τ′))Uα′(τ′)dτ′■",,,geometry,CONJECTURE,,UMCH-EQ-0203,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0321,UMCH-SRC-P0321,Appendice D: Formalismo Quantistico BCJ e Dimostrazione di Mn​∝[An​]2,,,quantum-fields,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0322,UMCH-SRC-P0322,D.1 Identità di Jacobi Cinematiche,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0323,UMCH-SRC-P0323,Consideriamo un'ampiezza di scattering a n-punti al livello albero in una teoria di gauge di Yang-Mills con gruppo di simmetria SU(N). L'ampiezza si scrive come somma sui grafici a triplo vertice i:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0324,UMCH-SRC-P0324,Angauge​=gn−2i∈diagrammi∑​Di​ci​ni​​,,,unclassified,CONJECTURE,,UMCH-EQ-0204,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0325,UMCH-SRC-P0325,"I fattori di colore ci​ soddisfano le identità di Jacobi algebriche per ogni tripletto di canali (s,t,u):",,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0326,UMCH-SRC-P0326,cs​+ct​+cu​=0,,,unclassified,CONJECTURE,,UMCH-EQ-0205,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0327,UMCH-SRC-P0327,La dualità di Bern-Carrasco-Johansson (BCJ) asserisce che è sempre possibile organizzare i numeratori cinematici ni​ in modo tale che essi soddisfino identità strutturalmente identiche a quelle del colore:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0328,UMCH-SRC-P0328,ns​+nt​+nu​=0,,,unclassified,CONJECTURE,,UMCH-EQ-0206,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0329,UMCH-SRC-P0329,D.2 Costruzione della Doppia Copia Gravitazionale,,,gravitation,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0330,UMCH-SRC-P0330,"Sostituendo nella formula dell'ampiezza di gauge ciascun fattore di colore ci​ con il corrispondente numeratore cinematico ni​ (ci​→ni​), e sostituendo la costante di accoppiamento di gauge g→2κgrav​​=8πG​:",,,geometry,CONJECTURE,,UMCH-EQ-0207,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0331,UMCH-SRC-P0331,Mngrav​=(2κgrav​​)n−2i∑​Di​ni​ni​​=(2κgrav​​)n−2i∑​Di​ni2​​,,,geometry,CONJECTURE,,UMCH-EQ-0208,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0332,UMCH-SRC-P0332,D.3 Dipendenza dai Numeratori di Curvatura Minima κ0​,,,geometry,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0333,UMCH-SRC-P0333,I numeratori cinematici ni​ per la sorgente carica dipendono dalle contrazioni dei vettori di polarizzazione ϵμ​ con il quadri-momento emesso kμ​ e la quadri-accelerazione della sorgente Aμ=c2κ0​Nμ.,,,geometry,CONJECTURE,,UMCH-EQ-0209,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0334,UMCH-SRC-P0334,Per un vertice d'emissione singolo di un quanto da una linea d'universo a curvatura κ0​:,,,cosmology,CONJECTURE,,UMCH-EQ-0210,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0335,UMCH-SRC-P0335,ni​∝ϵμ​Aμ=c2κ0​(ϵμ​Nμ),,,geometry,CONJECTURE,,UMCH-EQ-0211,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0336,UMCH-SRC-P0336,"Poiché κ0​>0, il numeratore cinematico ni​ è garantito essere strettamente non nullo per tutte le polarizzazioni fisiche non trasversali alla normale Nμ.",,,geometry,CONJECTURE,,UMCH-EQ-0212,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0337,UMCH-SRC-P0337,Espandendo sia Angauge​ che Mngrav​ sullo stesso insieme di propagatori quadratici Di​:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0338,UMCH-SRC-P0338,Angauge​Mngrav​​=gn−2∑i​Di​ci​ni​​(2κgrav​​)n−2∑i​Di​ni2​​​,,,geometry,CONJECTURE,,UMCH-EQ-0213,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0339,UMCH-SRC-P0339,"In un regime in cui la cinematica è dominata dalla curvatura minima κ0​, fattorizzando ni​:",,,geometry,CONJECTURE,,UMCH-EQ-0214,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0340,UMCH-SRC-P0340,Mngrav​=Ckin​⋅[Angauge​]2■,,,unclassified,CONJECTURE,,UMCH-EQ-0215,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0341,UMCH-SRC-P0341,"Appendice E: Integrali di Airy, Stati Coerenti di Glauber e Tasso di Decoerenza",,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0342,UMCH-SRC-P0342,E.1 Sviluppo di Taylor della Traiettoria nel Tetrade di Frenet-Serret,,,geometry,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0343,UMCH-SRC-P0343,Consideriamo un'emissione centrata all'istante τ=0. Sviluppiamo la posizione xμ(τ) attorno a x0μ​=xμ(0) mediante la serie di Taylor usando le relazioni di Frenet-Serret:,,,geometry,CONJECTURE,,UMCH-EQ-0216,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0344,UMCH-SRC-P0344,xμ(τ)=x0μ​+dτdxμ​​0​τ+21​dτDUμ​​0​τ2+61​dτ2D2Uμ​​0​τ3+O(τ4),,,unclassified,CONJECTURE,,UMCH-EQ-0217,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0345,UMCH-SRC-P0345,Calcoliamo le derivate:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0346,UMCH-SRC-P0346,dτdxμ​=U0μ​,,,unclassified,CONJECTURE,,UMCH-EQ-0218,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0347,UMCH-SRC-P0347,dτDUμ​=c2κ0​N0μ​,,,geometry,CONJECTURE,,UMCH-EQ-0219,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0348,UMCH-SRC-P0348,dτ2D2Uμ​=dτD​(c2κ0​Nμ)=c2κ0​(κ0​U0μ​+cτ1​B0μ​)=c2κ02​U0μ​+c3κ0​τ1​B0μ​,,,geometry,CONJECTURE,,UMCH-EQ-0220,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0349,UMCH-SRC-P0349,Sostituendo nello sviluppo di Taylor:,,,unclassified,CONJECTURE,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0350,UMCH-SRC-P0350,xμ(τ)=x0μ​+U0μ​(τ+61​c2κ02​τ3)+21​c2κ0​N0μ​τ2+61​c3κ0​τ1​B0μ​τ3,,,geometry,CONJECTURE,,UMCH-EQ-0221,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0351,UMCH-SRC-P0351,E.2 Calcolo dell'Ampiezza di Coerenza mediante Integrali di Airy,,,unclassified,CONCLUSION,,,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0352,UMCH-SRC-P0352,"L'ampiezza dello stato coerente per un fotone con quadri-impulso kμ=(ωk​/c,k) è:",,,unclassified,CONJECTURE,,UMCH-EQ-0222,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0353,UMCH-SRC-P0353,"α(k,λ)=ℏ2ωk​ϵ0​​iq​ϵμ(λ)∗​∫−∞∞​dτUμ(τ)eik⋅x(τ)",,,unclassified,CONJECTURE,,UMCH-EQ-0223,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
UMCH-CLM-0354,UMCH-SRC-P0354,Sviluppiamo il prodotto scalare k⋅x(τ) nella fase:,,,unclassified,CONJECTURE,,UMCH-EQ-0224,,NOT_CHECKED,NONE_ASSIGNED,UNREVIEWED,,,Pending atomicity and scientific review.
